date,borough,total_trips
2025-07-14 00:00:00,Unknown,218
2025-07-15 00:00:00,Bronx,294
2025-07-15 00:00:00,Brooklyn,1212
2025-07-15 00:00:00,EWR,2
2025-07-15 00:00:00,Manhattan,86487
2025-07-15 00:00:00,Queens,11579
2025-07-15 00:00:00,Staten Island,2
2025-07-15 00:00:00,Unknown,228
2025-07-16 00:00:00,Bronx,408
2025-07-16 00:00:00,Brooklyn,1126
2025-07-16 00:00:00,EWR,6
2025-07-16 00:00:00,Manhattan,95109
2025-07-16 00:00:00,Queens,9581
2025-07-16 00:00:00,Staten Island,2
2025-07-16 00:00:00,Unknown,178
2025-07-17 00:00:00,Bronx,358
2025-07-17 00:00:00,Brooklyn,1232
2025-07-17 00:00:00,EWR,4
2025-07-17 00:00:00,Manhattan,92844
2025-07-17 00:00:00,Queens,10289
2025-07-17 00:00:00,Staten Island,3
2025-07-17 00:00:00,Unknown,233
2025-07-18 00:00:00,Bronx,346
2025-07-18 00:00:00,Brooklyn,1314
2025-07-18 00:00:00,Manhattan,77113
2025-07-18 00:00:00,Queens,9589
2025-07-18 00:00:00,Staten Island,3
2025-07-18 00:00:00,Unknown,201
2025-07-19 00:00:00,Bronx,252
2025-07-19 00:00:00,Brooklyn,1076
2025-07-19 00:00:00,EWR,4
2025-07-19 00:00:00,Manhattan,76046
2025-07-19 00:00:00,Queens,7483
2025-07-19 00:00:00,Staten Island,2
2025-07-19 00:00:00,Unknown,225
2025-07-20 00:00:00,Bronx,227
2025-07-20 00:00:00,Brooklyn,1053
2025-07-20 00:00:00,EWR,5
2025-07-20 00:00:00,Manhattan,65199
2025-07-20 00:00:00,Queens,10965
2025-07-20 00:00:00,Staten Island,2
2025-07-20 00:00:00,Unknown,196
2025-07-21 00:00:00,Bronx,358
2025-07-21 00:00:00,Brooklyn,1073
2025-07-21 00:00:00,Manhattan,69075
2025-07-21 00:00:00,Queens,11448
2025-07-21 00:00:00,Staten Island,1
2025-07-21 00:00:00,Unknown,196
2025-07-22 00:00:00,Bronx,310
2025-07-22 00:00:00,Brooklyn,1386
2025-07-22 00:00:00,EWR,2
2025-07-22 00:00:00,Manhattan,80490
2025-07-22 00:00:00,Queens,9067
2025-07-22 00:00:00,Staten Island,2
2025-07-22 00:00:00,Unknown,222
2025-07-23 00:00:00,Bronx,400
2025-07-23 00:00:00,Brooklyn,1139
2025-07-23 00:00:00,EWR,6
2025-07-23 00:00:00,Manhattan,85646
2025-07-23 00:00:00,Queens,9042
2025-07-23 00:00:00,Staten Island,2
2025-07-23 00:00:00,Unknown,246
2025-07-24 00:00:00,Bronx,365
2025-07-24 00:00:00,Brooklyn,1198
2025-07-24 00:00:00,EWR,1
2025-07-24 00:00:00,Manhattan,86517
2025-07-24 00:00:00,Queens,9232
2025-07-24 00:00:00,Staten Island,3
2025-07-24 00:00:00,Unknown,206
2025-07-25 00:00:00,Bronx,355
2025-07-25 00:00:00,Brooklyn,1335
2025-07-25 00:00:00,EWR,1
2025-07-25 00:00:00,Manhattan,80622
2025-07-25 00:00:00,Queens,9077
2025-07-25 00:00:00,Staten Island,5
2025-07-25 00:00:00,Unknown,237
2025-07-26 00:00:00,Bronx,267
2025-07-26 00:00:00,Brooklyn,1004
2025-07-26 00:00:00,EWR,8
2025-07-26 00:00:00,Manhattan,74999
2025-07-26 00:00:00,Queens,9042
2025-07-26 00:00:00,Staten Island,2
2025-07-26 00:00:00,Unknown,209
2025-07-27 00:00:00,Bronx,223
2025-07-27 00:00:00,Brooklyn,1101
2025-07-27 00:00:00,EWR,2
2025-07-27 00:00:00,Manhattan,62759
2025-07-27 00:00:00,Queens,9753
2025-07-27 00:00:00,Staten Island,1
2025-07-27 00:00:00,Unknown,199
2025-07-28 00:00:00,Bronx,317
2025-07-28 00:00:00,Brooklyn,1112
2025-07-28 00:00:00,EWR,3
2025-07-28 00:00:00,Manhattan,73986
2025-07-28 00:00:00,Queens,12031
2025-07-28 00:00:00,Staten Island,2
2025-07-28 00:00:00,Unknown,224
2025-07-29 00:00:00,Bronx,422
2025-07-29 00:00:00,Brooklyn,1153
2025-07-29 00:00:00,EWR,5
2025-07-29 00:00:00,Manhattan,88429
2025-07-29 00:00:00,Queens,9014
2025-07-29 00:00:00,Staten Island,3
2025-07-29 00:00:00,Unknown,166
2025-07-30 00:00:00,Bronx,382
2025-07-30 00:00:00,Brooklyn,1125
2025-07-30 00:00:00,EWR,1
2025-07-30 00:00:00,Manhattan,91483
2025-07-30 00:00:00,Queens,8221
2025-07-30 00:00:00,Staten Island,1
2025-07-30 00:00:00,Unknown,200
2025-07-31 00:00:00,Bronx,322
2025-07-31 00:00:00,Brooklyn,1271
2025-07-31 00:00:00,EWR,5
2025-07-31 00:00:00,Manhattan,83918
2025-07-31 00:00:00,Queens,9167
2025-07-31 00:00:00,Staten Island,1
2025-07-31 00:00:00,Unknown,210
2025-08-01 00:00:00,Bronx,314
2025-08-01 00:00:00,Brooklyn,1293
2025-08-01 00:00:00,EWR,6
2025-08-01 00:00:00,Manhattan,71624
2025-08-01 00:00:00,Queens,9910
2025-08-01 00:00:00,Staten Island,3
2025-08-01 00:00:00,Unknown,170
2025-08-02 00:00:00,Bronx,234
2025-08-02 00:00:00,Brooklyn,967
2025-08-02 00:00:00,EWR,4
2025-08-02 00:00:00,Manhattan,70481
2025-08-02 00:00:00,Queens,7944
2025-08-02 00:00:00,Staten Island,2
2025-08-02 00:00:00,Unknown,183
2025-08-03 00:00:00,Bronx,209
2025-08-03 00:00:00,Brooklyn,1154
2025-08-03 00:00:00,EWR,1
2025-08-03 00:00:00,Manhattan,59342
2025-08-03 00:00:00,Queens,10185
2025-08-03 00:00:00,Staten Island,2
2025-08-03 00:00:00,Unknown,229
2025-08-04 00:00:00,Bronx,399
2025-08-04 00:00:00,Brooklyn,1164
2025-08-04 00:00:00,EWR,3
2025-08-04 00:00:00,Manhattan,65552
2025-08-04 00:00:00,Queens,9863
2025-08-04 00:00:00,Staten Island,2
2025-08-04 00:00:00,Unknown,152
2025-08-05 00:00:00,Bronx,394
2025-08-05 00:00:00,Brooklyn,1256
2025-08-05 00:00:00,EWR,4
2025-08-05 00:00:00,Manhattan,77959
2025-08-05 00:00:00,Queens,8739
2025-08-05 00:00:00,Unknown,183
2025-08-06 00:00:00,Bronx,402
2025-08-06 00:00:00,Brooklyn,1396
2025-08-06 00:00:00,EWR,5
2025-08-06 00:00:00,Manhattan,83981
2025-08-06 00:00:00,Queens,8515
2025-08-06 00:00:00,Staten Island,2
2025-08-06 00:00:00,Unknown,194
2025-08-07 00:00:00,Bronx,478
2025-08-07 00:00:00,Brooklyn,1297
2025-08-07 00:00:00,EWR,6
2025-08-07 00:00:00,Manhattan,78663
2025-08-07 00:00:00,Queens,8762
2025-08-07 00:00:00,Staten Island,3
2025-08-07 00:00:00,Unknown,197
2025-08-08 00:00:00,Bronx,413
2025-08-08 00:00:00,Brooklyn,1673
2025-08-08 00:00:00,EWR,2
2025-08-08 00:00:00,Manhattan,70975
2025-08-08 00:00:00,Queens,8568
2025-08-08 00:00:00,Staten Island,1
2025-08-08 00:00:00,Unknown,193
2025-08-09 00:00:00,Bronx,293
2025-08-09 00:00:00,Brooklyn,1066
2025-08-09 00:00:00,EWR,3
2025-08-09 00:00:00,Manhattan,65765
2025-08-09 00:00:00,Queens,7318
2025-08-09 00:00:00,Staten Island,4
2025-08-09 00:00:00,Unknown,224
2025-08-10 00:00:00,Bronx,257
2025-08-10 00:00:00,Brooklyn,1267
2025-08-10 00:00:00,EWR,7
2025-08-10 00:00:00,Manhattan,55288
2025-08-10 00:00:00,Queens,10414
2025-08-10 00:00:00,Staten Island,3
2025-08-10 00:00:00,Unknown,177
2025-08-11 00:00:00,Bronx,410
2025-08-11 00:00:00,Brooklyn,1382
2025-08-11 00:00:00,EWR,5
2025-08-11 00:00:00,Manhattan,63240
2025-08-11 00:00:00,Queens,10368
2025-08-11 00:00:00,Unknown,160
2025-08-12 00:00:00,Bronx,375
2025-08-12 00:00:00,Brooklyn,1455
2025-08-12 00:00:00,EWR,1
2025-08-12 00:00:00,Manhattan,77488
2025-08-12 00:00:00,Queens,8627
2025-08-12 00:00:00,Staten Island,5
2025-08-12 00:00:00,Unknown,195
2025-08-13 00:00:00,Bronx,471
2025-08-13 00:00:00,Brooklyn,1386
2025-08-13 00:00:00,EWR,3
2025-08-13 00:00:00,Manhattan,88003
2025-08-13 00:00:00,Queens,8281
2025-08-13 00:00:00,Staten Island,3
2025-08-13 00:00:00,Unknown,159
2025-08-14 00:00:00,Bronx,454
2025-08-14 00:00:00,Brooklyn,1380
2025-08-14 00:00:00,EWR,2
2025-08-14 00:00:00,Manhattan,79833
2025-08-14 00:00:00,Queens,10176
2025-08-14 00:00:00,Staten Island,2
2025-08-14 00:00:00,Unknown,198
2025-08-15 00:00:00,Bronx,384
2025-08-15 00:00:00,Brooklyn,1520
2025-08-15 00:00:00,EWR,4
2025-08-15 00:00:00,Manhattan,71317
2025-08-15 00:00:00,Queens,9406
2025-08-15 00:00:00,Staten Island,4
2025-08-15 00:00:00,Unknown,176
2025-08-16 00:00:00,Bronx,270
2025-08-16 00:00:00,Brooklyn,1173
2025-08-16 00:00:00,EWR,3
2025-08-16 00:00:00,Manhattan,70180
2025-08-16 00:00:00,Queens,7714
2025-08-16 00:00:00,Staten Island,3
2025-08-16 00:00:00,Unknown,183
2025-08-17 00:00:00,Bronx,289
2025-08-17 00:00:00,Brooklyn,1239
2025-08-17 00:00:00,EWR,14
2025-08-17 00:00:00,Manhattan,61121
2025-08-17 00:00:00,Queens,10208
2025-08-17 00:00:00,Staten Island,6
2025-08-17 00:00:00,Unknown,192
2025-08-18 00:00:00,Bronx,414
2025-08-18 00:00:00,Brooklyn,1313
2025-08-18 00:00:00,EWR,4
2025-08-18 00:00:00,Manhattan,58761
2025-08-18 00:00:00,Queens,11416
2025-08-18 00:00:00,Staten Island,2
2025-08-18 00:00:00,Unknown,148
2025-08-19 00:00:00,Bronx,407
2025-08-19 00:00:00,Brooklyn,1514
2025-08-19 00:00:00,EWR,2
2025-08-19 00:00:00,Manhattan,70296
2025-08-19 00:00:00,Queens,9420
2025-08-19 00:00:00,Staten Island,3
2025-08-19 00:00:00,Unknown,199
2025-08-20 00:00:00,Bronx,545
2025-08-20 00:00:00,Brooklyn,1448
2025-08-20 00:00:00,EWR,4
2025-08-20 00:00:00,Manhattan,85089
2025-08-20 00:00:00,Queens,9378
2025-08-20 00:00:00,Staten Island,5
2025-08-20 00:00:00,Unknown,168
2025-08-21 00:00:00,Bronx,507
2025-08-21 00:00:00,Brooklyn,1455
2025-08-21 00:00:00,Manhattan,74657
2025-08-21 00:00:00,Queens,10353
2025-08-21 00:00:00,Staten Island,5
2025-08-21 00:00:00,Unknown,154
2025-08-22 00:00:00,Bronx,571
2025-08-22 00:00:00,Brooklyn,1615
2025-08-22 00:00:00,EWR,7
2025-08-22 00:00:00,Manhattan,69653
2025-08-22 00:00:00,Queens,10202
2025-08-22 00:00:00,Staten Island,3
2025-08-22 00:00:00,Unknown,167
2025-08-23 00:00:00,Bronx,298
2025-08-23 00:00:00,Brooklyn,1281
2025-08-23 00:00:00,EWR,4
2025-08-23 00:00:00,Manhattan,72914
2025-08-23 00:00:00,Queens,8704
2025-08-23 00:00:00,Staten Island,3
2025-08-23 00:00:00,Unknown,186
2025-08-24 00:00:00,Bronx,300
2025-08-24 00:00:00,Brooklyn,1391
2025-08-24 00:00:00,EWR,6
2025-08-24 00:00:00,Manhattan,60089
2025-08-24 00:00:00,Queens,11711
2025-08-24 00:00:00,Staten Island,2
2025-08-24 00:00:00,Unknown,202
2025-08-25 00:00:00,Bronx,500
2025-08-25 00:00:00,Brooklyn,1614
2025-08-25 00:00:00,EWR,1
2025-08-25 00:00:00,Manhattan,59535
2025-08-25 00:00:00,Queens,11839
2025-08-25 00:00:00,Staten Island,1
2025-08-25 00:00:00,Unknown,153
2025-08-26 00:00:00,Bronx,488
2025-08-26 00:00:00,Brooklyn,1544
2025-08-26 00:00:00,EWR,3
2025-08-26 00:00:00,Manhattan,69774
2025-08-26 00:00:00,Queens,11090
2025-08-26 00:00:00,Staten Island,1
2025-08-26 00:00:00,Unknown,184
2025-08-27 00:00:00,Bronx,429
2025-08-27 00:00:00,Brooklyn,1586
2025-08-27 00:00:00,EWR,3
2025-08-27 00:00:00,Manhattan,72624
2025-08-27 00:00:00,Queens,11221
2025-08-27 00:00:00,Staten Island,1
2025-08-27 00:00:00,Unknown,186
2025-08-28 00:00:00,Bronx,515
2025-08-28 00:00:00,Brooklyn,1484
2025-08-28 00:00:00,EWR,3
2025-08-28 00:00:00,Manhattan,72116
2025-08-28 00:00:00,Queens,11891
2025-08-28 00:00:00,Unknown,224
2025-08-29 00:00:00,Bronx,520
2025-08-29 00:00:00,Brooklyn,1599
2025-08-29 00:00:00,EWR,6
2025-08-29 00:00:00,Manhattan,66590
2025-08-29 00:00:00,Queens,12114
2025-08-29 00:00:00,Staten Island,4
2025-08-29 00:00:00,Unknown,187
2025-08-30 00:00:00,Bronx,327
2025-08-30 00:00:00,Brooklyn,1215
2025-08-30 00:00:00,EWR,3
2025-08-30 00:00:00,Manhattan,67210
2025-08-30 00:00:00,Queens,10284
2025-08-30 00:00:00,Unknown,165
2025-08-31 00:00:00,Bronx,276
2025-08-31 00:00:00,Brooklyn,1355
2025-08-31 00:00:00,EWR,9
2025-08-31 00:00:00,Manhattan,57448
2025-08-31 00:00:00,Queens,11455
2025-08-31 00:00:00,Staten Island,1
2025-08-31 00:00:00,Unknown,195
2025-09-01 00:00:00,Bronx,115
2025-09-01 00:00:00,Brooklyn,534
2025-09-01 00:00:00,EWR,10
2025-09-01 00:00:00,Manhattan,50127
2025-09-01 00:00:00,Queens,13675
2025-09-01 00:00:00,Staten Island,2
2025-09-01 00:00:00,Unknown,181
2025-09-02 00:00:00,Bronx,579
2025-09-02 00:00:00,Brooklyn,1450
2025-09-02 00:00:00,EWR,3
2025-09-02 00:00:00,Manhattan,74832
2025-09-02 00:00:00,Queens,12883
2025-09-02 00:00:00,Staten Island,1
2025-09-02 00:00:00,Unknown,198
2025-09-03 00:00:00,Bronx,523
2025-09-03 00:00:00,Brooklyn,1610
2025-09-03 00:00:00,EWR,3
2025-09-03 00:00:00,Manhattan,87880
2025-09-03 00:00:00,Queens,11036
2025-09-03 00:00:00,Staten Island,2
2025-09-03 00:00:00,Unknown,171
2025-09-04 00:00:00,Bronx,459
2025-09-04 00:00:00,Brooklyn,1536
2025-09-04 00:00:00,EWR,1
2025-09-04 00:00:00,Manhattan,97928
2025-09-04 00:00:00,Queens,9861
2025-09-04 00:00:00,Staten Island,3
2025-09-04 00:00:00,Unknown,207
2025-09-05 00:00:00,Bronx,457
2025-09-05 00:00:00,Brooklyn,1670
2025-09-05 00:00:00,EWR,2
2025-09-05 00:00:00,Manhattan,90970
2025-09-05 00:00:00,Queens,11399
2025-09-05 00:00:00,Staten Island,3
2025-09-05 00:00:00,Unknown,214
2025-09-06 00:00:00,Bronx,305
2025-09-06 00:00:00,Brooklyn,1300
2025-09-06 00:00:00,EWR,5
2025-09-06 00:00:00,Manhattan,87647
2025-09-06 00:00:00,Queens,7997
2025-09-06 00:00:00,Staten Island,2
2025-09-06 00:00:00,Unknown,221
2025-09-07 00:00:00,Bronx,296
2025-09-07 00:00:00,Brooklyn,1221
2025-09-07 00:00:00,EWR,7
2025-09-07 00:00:00,Manhattan,69079
2025-09-07 00:00:00,Queens,12175
2025-09-07 00:00:00,Staten Island,2
2025-09-07 00:00:00,Unknown,213
2025-09-08 00:00:00,Bronx,451
2025-09-08 00:00:00,Brooklyn,1653
2025-09-08 00:00:00,EWR,2
2025-09-08 00:00:00,Manhattan,78937
2025-09-08 00:00:00,Queens,11399
2025-09-08 00:00:00,Staten Island,3
2025-09-08 00:00:00,Unknown,179
2025-09-09 00:00:00,Bronx,530
2025-09-09 00:00:00,Brooklyn,1770
2025-09-09 00:00:00,Manhattan,92581
2025-09-09 00:00:00,Queens,9419
2025-09-09 00:00:00,Staten Island,5
2025-09-09 00:00:00,Unknown,196
2025-09-10 00:00:00,Bronx,467
2025-09-10 00:00:00,Brooklyn,1664
2025-09-10 00:00:00,EWR,2
2025-09-10 00:00:00,Manhattan,98357
2025-09-10 00:00:00,Queens,10259
2025-09-10 00:00:00,Staten Island,3
2025-09-10 00:00:00,Unknown,241
2025-09-11 00:00:00,Bronx,464
2025-09-11 00:00:00,Brooklyn,1620
2025-09-11 00:00:00,EWR,4
2025-09-11 00:00:00,Manhattan,99793
2025-09-11 00:00:00,Queens,10032
2025-09-11 00:00:00,Staten Island,2
2025-09-11 00:00:00,Unknown,249
2025-09-12 00:00:00,Bronx,480
2025-09-12 00:00:00,Brooklyn,1758
2025-09-12 00:00:00,EWR,1
2025-09-12 00:00:00,Manhattan,95230
2025-09-12 00:00:00,Queens,10471
2025-09-12 00:00:00,Staten Island,2
2025-09-12 00:00:00,Unknown,235
2025-09-13 00:00:00,Bronx,349
2025-09-13 00:00:00,Brooklyn,1303
2025-09-13 00:00:00,EWR,1
2025-09-13 00:00:00,Manhattan,96493
2025-09-13 00:00:00,Queens,7719
2025-09-13 00:00:00,Staten Island,4
2025-09-13 00:00:00,Unknown,241
2025-09-14 00:00:00,Bronx,307
2025-09-14 00:00:00,Brooklyn,1404
2025-09-14 00:00:00,EWR,7
2025-09-14 00:00:00,Manhattan,77550
2025-09-14 00:00:00,Queens,11473
2025-09-14 00:00:00,Staten Island,2
2025-09-14 00:00:00,Unknown,217
2025-09-15 00:00:00,Bronx,499
2025-09-15 00:00:00,Brooklyn,1587
2025-09-15 00:00:00,EWR,3
2025-09-15 00:00:00,Manhattan,81603
2025-09-15 00:00:00,Queens,11776
2025-09-15 00:00:00,Staten Island,3
2025-09-15 00:00:00,Unknown,174
2025-09-16 00:00:00,Bronx,587
2025-09-16 00:00:00,Brooklyn,1668
2025-09-16 00:00:00,Manhattan,96122
2025-09-16 00:00:00,Queens,9824
2025-09-16 00:00:00,Staten Island,3
2025-09-16 00:00:00,Unknown,184
2025-09-17 00:00:00,Bronx,499
2025-09-17 00:00:00,Brooklyn,1726
2025-09-17 00:00:00,EWR,4
2025-09-17 00:00:00,Manhattan,101374
2025-09-17 00:00:00,Queens,9942
2025-09-17 00:00:00,Staten Island,2
2025-09-17 00:00:00,Unknown,239
2025-09-18 00:00:00,Bronx,508
2025-09-18 00:00:00,Brooklyn,1938
2025-09-18 00:00:00,EWR,5
2025-09-18 00:00:00,Manhattan,104163
2025-09-18 00:00:00,Queens,11149
2025-09-18 00:00:00,Staten Island,1
2025-09-18 00:00:00,Unknown,233
2025-09-19 00:00:00,Bronx,556
2025-09-19 00:00:00,Brooklyn,1841
2025-09-19 00:00:00,EWR,3
2025-09-19 00:00:00,Manhattan,96157
2025-09-19 00:00:00,Queens,10888
2025-09-19 00:00:00,Staten Island,3
2025-09-19 00:00:00,Unknown,220
2025-09-20 00:00:00,Bronx,400
2025-09-20 00:00:00,Brooklyn,1479
2025-09-20 00:00:00,EWR,3
2025-09-20 00:00:00,Manhattan,95566
2025-09-20 00:00:00,Queens,8747
2025-09-20 00:00:00,Staten Island,3
2025-09-20 00:00:00,Unknown,246
2025-09-21 00:00:00,Bronx,369
2025-09-21 00:00:00,Brooklyn,1561
2025-09-21 00:00:00,EWR,9
2025-09-21 00:00:00,Manhattan,76435
2025-09-21 00:00:00,Queens,12399
2025-09-21 00:00:00,Staten Island,5
2025-09-21 00:00:00,Unknown,264
2025-09-22 00:00:00,Bronx,505
2025-09-22 00:00:00,Brooklyn,1766
2025-09-22 00:00:00,EWR,3
2025-09-22 00:00:00,Manhattan,75971
2025-09-22 00:00:00,Queens,11198
2025-09-22 00:00:00,Staten Island,6
2025-09-22 00:00:00,Unknown,169
2025-09-23 00:00:00,Bronx,535
2025-09-23 00:00:00,Brooklyn,1565
2025-09-23 00:00:00,EWR,5
2025-09-23 00:00:00,Manhattan,77402
2025-09-23 00:00:00,Queens,8772
2025-09-23 00:00:00,Staten Island,3
2025-09-23 00:00:00,Unknown,159
2025-09-24 00:00:00,Bronx,554
2025-09-24 00:00:00,Brooklyn,1904
2025-09-24 00:00:00,EWR,4
2025-09-24 00:00:00,Manhattan,89099
2025-09-24 00:00:00,Queens,10160
2025-09-24 00:00:00,Staten Island,1
2025-09-24 00:00:00,Unknown,215
2025-09-25 00:00:00,Bronx,593
2025-09-25 00:00:00,Brooklyn,1864
2025-09-25 00:00:00,EWR,1
2025-09-25 00:00:00,Manhattan,97457
2025-09-25 00:00:00,Queens,10787
2025-09-25 00:00:00,Staten Island,3
2025-09-25 00:00:00,Unknown,231
2025-09-26 00:00:00,Bronx,596
2025-09-26 00:00:00,Brooklyn,1861
2025-09-26 00:00:00,EWR,7
2025-09-26 00:00:00,Manhattan,95275
2025-09-26 00:00:00,Queens,11483
2025-09-26 00:00:00,Staten Island,4
2025-09-26 00:00:00,Unknown,226
2025-09-27 00:00:00,Bronx,440
2025-09-27 00:00:00,Brooklyn,1480
2025-09-27 00:00:00,EWR,6
2025-09-27 00:00:00,Manhattan,98880
2025-09-27 00:00:00,Queens,7640
2025-09-27 00:00:00,Staten Island,4
2025-09-27 00:00:00,Unknown,220
2025-09-28 00:00:00,Bronx,377
2025-09-28 00:00:00,Brooklyn,1493
2025-09-28 00:00:00,EWR,5
2025-09-28 00:00:00,Manhattan,75565
2025-09-28 00:00:00,Queens,11746
2025-09-28 00:00:00,Staten Island,3
2025-09-28 00:00:00,Unknown,195
2025-09-29 00:00:00,Bronx,541
2025-09-29 00:00:00,Brooklyn,1856
2025-09-29 00:00:00,EWR,3
2025-09-29 00:00:00,Manhattan,79458
2025-09-29 00:00:00,Queens,11530
2025-09-29 00:00:00,Staten Island,34
2025-09-29 00:00:00,Unknown,191
2025-09-30 00:00:00,Bronx,540
2025-09-30 00:00:00,Brooklyn,1792
2025-09-30 00:00:00,EWR,2
2025-09-30 00:00:00,Manhattan,94077
2025-09-30 00:00:00,Queens,9703
2025-09-30 00:00:00,Staten Island,2
2025-09-30 00:00:00,Unknown,197
2025-10-01 00:00:00,Bronx,640
2025-10-01 00:00:00,Brooklyn,1819
2025-10-01 00:00:00,EWR,4
2025-10-01 00:00:00,Manhattan,92450
2025-10-01 00:00:00,Queens,9052
2025-10-01 00:00:00,Staten Island,1
2025-10-01 00:00:00,Unknown,184
2025-10-02 00:00:00,Bronx,600
2025-10-02 00:00:00,Brooklyn,1499
2025-10-02 00:00:00,EWR,3
2025-10-02 00:00:00,Manhattan,89656
2025-10-02 00:00:00,Queens,9207
2025-10-02 00:00:00,Staten Island,3
2025-10-02 00:00:00,Unknown,228
2025-10-03 00:00:00,Bronx,696
2025-10-03 00:00:00,Brooklyn,1881
2025-10-03 00:00:00,EWR,2
2025-10-03 00:00:00,Manhattan,92409
2025-10-03 00:00:00,Queens,9742
2025-10-03 00:00:00,Staten Island,1
2025-10-03 00:00:00,Unknown,224
2025-10-04 00:00:00,Bronx,379
2025-10-04 00:00:00,Brooklyn,1597
2025-10-04 00:00:00,EWR,6
2025-10-04 00:00:00,Manhattan,93046
2025-10-04 00:00:00,Queens,7727
2025-10-04 00:00:00,Staten Island,1
2025-10-04 00:00:00,Unknown,217
2025-10-05 00:00:00,Bronx,336
2025-10-05 00:00:00,Brooklyn,1598
2025-10-05 00:00:00,EWR,11
2025-10-05 00:00:00,Manhattan,72294
2025-10-05 00:00:00,Queens,12431
2025-10-05 00:00:00,Staten Island,1
2025-10-05 00:00:00,Unknown,207
2025-10-06 00:00:00,Bronx,566
2025-10-06 00:00:00,Brooklyn,1783
2025-10-06 00:00:00,EWR,1
2025-10-06 00:00:00,Manhattan,78838
2025-10-06 00:00:00,Queens,11316
2025-10-06 00:00:00,Staten Island,3
2025-10-06 00:00:00,Unknown,228
2025-10-07 00:00:00,Bronx,574
2025-10-07 00:00:00,Brooklyn,1770
2025-10-07 00:00:00,EWR,4
2025-10-07 00:00:00,Manhattan,93035
2025-10-07 00:00:00,Queens,9055
2025-10-07 00:00:00,Staten Island,3
2025-10-07 00:00:00,Unknown,202
2025-10-08 00:00:00,Bronx,719
2025-10-08 00:00:00,Brooklyn,1724
2025-10-08 00:00:00,EWR,6
2025-10-08 00:00:00,Manhattan,100395
2025-10-08 00:00:00,Queens,9809
2025-10-08 00:00:00,Staten Island,2
2025-10-08 00:00:00,Unknown,240
2025-10-09 00:00:00,Bronx,555
2025-10-09 00:00:00,Brooklyn,1936
2025-10-09 00:00:00,EWR,3
2025-10-09 00:00:00,Manhattan,107106
2025-10-09 00:00:00,Queens,11060
2025-10-09 00:00:00,Staten Island,3
2025-10-09 00:00:00,Unknown,236
2025-10-10 00:00:00,Bronx,639
2025-10-10 00:00:00,Brooklyn,1532
2025-10-10 00:00:00,EWR,4
2025-10-10 00:00:00,Manhattan,98187
2025-10-10 00:00:00,Queens,11876
2025-10-10 00:00:00,Staten Island,2
2025-10-10 00:00:00,Unknown,269
2025-10-11 00:00:00,Bronx,419
2025-10-11 00:00:00,Brooklyn,1492
2025-10-11 00:00:00,EWR,8
2025-10-11 00:00:00,Manhattan,97412
2025-10-11 00:00:00,Queens,8612
2025-10-11 00:00:00,Staten Island,3
2025-10-11 00:00:00,Unknown,221
2025-10-12 00:00:00,Bronx,378
2025-10-12 00:00:00,Brooklyn,1418
2025-10-12 00:00:00,EWR,9
2025-10-12 00:00:00,Manhattan,75437
2025-10-12 00:00:00,Queens,10459
2025-10-12 00:00:00,Staten Island,2
2025-10-12 00:00:00,Unknown,181
2025-10-13 00:00:00,Bronx,276
2025-10-13 00:00:00,Brooklyn,901
2025-10-13 00:00:00,EWR,8
2025-10-13 00:00:00,Manhattan,68733
2025-10-13 00:00:00,Queens,12202
2025-10-13 00:00:00,Staten Island,4
2025-10-13 00:00:00,Unknown,182
2025-10-14 00:00:00,Bronx,650
2025-10-14 00:00:00,Brooklyn,1672
2025-10-14 00:00:00,EWR,9
2025-10-14 00:00:00,Manhattan,92167
2025-10-14 00:00:00,Queens,12750
2025-10-14 00:00:00,Staten Island,4
2025-10-14 00:00:00,Unknown,198
2025-10-15 00:00:00,Bronx,621
2025-10-15 00:00:00,Brooklyn,1470
2025-10-15 00:00:00,EWR,4
2025-10-15 00:00:00,Manhattan,100480
2025-10-15 00:00:00,Queens,11342
2025-10-15 00:00:00,Staten Island,4
2025-10-15 00:00:00,Unknown,235
2025-10-16 00:00:00,Bronx,627
2025-10-16 00:00:00,Brooklyn,1582
2025-10-16 00:00:00,EWR,5
2025-10-16 00:00:00,Manhattan,107164
2025-10-16 00:00:00,Queens,11847
2025-10-16 00:00:00,Staten Island,1
2025-10-16 00:00:00,Unknown,262
2025-10-17 00:00:00,Bronx,655
2025-10-17 00:00:00,Brooklyn,1658
2025-10-17 00:00:00,EWR,5
2025-10-17 00:00:00,Manhattan,98844
2025-10-17 00:00:00,Queens,11363
2025-10-17 00:00:00,Staten Island,2
2025-10-17 00:00:00,Unknown,230
2025-10-18 00:00:00,Bronx,403
2025-10-18 00:00:00,Brooklyn,1536
2025-10-18 00:00:00,EWR,5
2025-10-18 00:00:00,Manhattan,96030
2025-10-18 00:00:00,Queens,8456
2025-10-18 00:00:00,Staten Island,3
2025-10-18 00:00:00,Unknown,230
2025-10-19 00:00:00,Bronx,390
2025-10-19 00:00:00,Brooklyn,1365
2025-10-19 00:00:00,EWR,5
2025-10-19 00:00:00,Manhattan,78950
2025-10-19 00:00:00,Queens,12480
2025-10-19 00:00:00,Staten Island,4
2025-10-19 00:00:00,Unknown,264
2025-10-20 00:00:00,Bronx,612
2025-10-20 00:00:00,Brooklyn,1215
2025-10-20 00:00:00,EWR,3
2025-10-20 00:00:00,Manhattan,83646
