date,borough,total_trips
2025-04-08 00:00:00,Brooklyn,914
2025-04-08 00:00:00,EWR,3
2025-04-08 00:00:00,Manhattan,96826
2025-04-08 00:00:00,Queens,8473
2025-04-08 00:00:00,Staten Island,2
2025-04-08 00:00:00,Unknown,234
2025-04-09 00:00:00,Bronx,254
2025-04-09 00:00:00,Brooklyn,915
2025-04-09 00:00:00,EWR,2
2025-04-09 00:00:00,Manhattan,100614
2025-04-09 00:00:00,Queens,8627
2025-04-09 00:00:00,Staten Island,1
2025-04-09 00:00:00,Unknown,214
2025-04-10 00:00:00,Bronx,298
2025-04-10 00:00:00,Brooklyn,1084
2025-04-10 00:00:00,EWR,4
2025-04-10 00:00:00,Manhattan,106315
2025-04-10 00:00:00,Queens,8956
2025-04-10 00:00:00,Staten Island,2
2025-04-10 00:00:00,Unknown,262
2025-04-11 00:00:00,Bronx,311
2025-04-11 00:00:00,Brooklyn,1008
2025-04-11 00:00:00,EWR,5
2025-04-11 00:00:00,Manhattan,101509
2025-04-11 00:00:00,Queens,8969
2025-04-11 00:00:00,Staten Island,4
2025-04-11 00:00:00,Unknown,303
2025-04-12 00:00:00,Bronx,153
2025-04-12 00:00:00,Brooklyn,696
2025-04-12 00:00:00,EWR,1
2025-04-12 00:00:00,Manhattan,95575
2025-04-12 00:00:00,Queens,6806
2025-04-12 00:00:00,Staten Island,2
2025-04-12 00:00:00,Unknown,247
2025-04-13 00:00:00,Bronx,211
2025-04-13 00:00:00,Brooklyn,950
2025-04-13 00:00:00,EWR,5
2025-04-13 00:00:00,Manhattan,70069
2025-04-13 00:00:00,Queens,9111
2025-04-13 00:00:00,Staten Island,1
2025-04-13 00:00:00,Unknown,238
2025-04-14 00:00:00,Bronx,333
2025-04-14 00:00:00,Brooklyn,845
2025-04-14 00:00:00,EWR,4
2025-04-14 00:00:00,Manhattan,72012
2025-04-14 00:00:00,Queens,9307
2025-04-14 00:00:00,Staten Island,2
2025-04-14 00:00:00,Unknown,188
2025-04-15 00:00:00,Bronx,244
2025-04-15 00:00:00,Brooklyn,1048
2025-04-15 00:00:00,EWR,1
2025-04-15 00:00:00,Manhattan,90310
2025-04-15 00:00:00,Queens,8645
2025-04-15 00:00:00,Staten Island,4
2025-04-15 00:00:00,Unknown,195
2025-04-16 00:00:00,Bronx,265
2025-04-16 00:00:00,Brooklyn,1053
2025-04-16 00:00:00,EWR,1
2025-04-16 00:00:00,Manhattan,100546
2025-04-16 00:00:00,Queens,9006
2025-04-16 00:00:00,Staten Island,2
2025-04-16 00:00:00,Unknown,261
2025-04-17 00:00:00,Bronx,280
2025-04-17 00:00:00,Brooklyn,1088
2025-04-17 00:00:00,EWR,7
2025-04-17 00:00:00,Manhattan,98015
2025-04-17 00:00:00,Queens,9488
2025-04-17 00:00:00,Staten Island,2
2025-04-17 00:00:00,Unknown,282
2025-04-18 00:00:00,Bronx,227
2025-04-18 00:00:00,Brooklyn,977
2025-04-18 00:00:00,Manhattan,87781
2025-04-18 00:00:00,Queens,8808
2025-04-18 00:00:00,Staten Island,4
2025-04-18 00:00:00,Unknown,272
2025-04-19 00:00:00,Bronx,186
2025-04-19 00:00:00,Brooklyn,1008
2025-04-19 00:00:00,EWR,2
2025-04-19 00:00:00,Manhattan,90312
2025-04-19 00:00:00,Queens,6630
2025-04-19 00:00:00,Staten Island,1
2025-04-19 00:00:00,Unknown,259
2025-04-20 00:00:00,Bronx,176
2025-04-20 00:00:00,Brooklyn,1039
2025-04-20 00:00:00,EWR,2
2025-04-20 00:00:00,Manhattan,69914
2025-04-20 00:00:00,Queens,9714
2025-04-20 00:00:00,Staten Island,2
2025-04-20 00:00:00,Unknown,192
2025-04-21 00:00:00,Bronx,285
2025-04-21 00:00:00,Brooklyn,996
2025-04-21 00:00:00,EWR,7
2025-04-21 00:00:00,Manhattan,76243
2025-04-21 00:00:00,Queens,11259
2025-04-21 00:00:00,Staten Island,2
2025-04-21 00:00:00,Unknown,234
2025-04-22 00:00:00,Bronx,285
2025-04-22 00:00:00,Brooklyn,970
2025-04-22 00:00:00,EWR,8
2025-04-22 00:00:00,Manhattan,90622
2025-04-22 00:00:00,Queens,10765
2025-04-22 00:00:00,Staten Island,3
2025-04-22 00:00:00,Unknown,226
2025-04-23 00:00:00,Bronx,304
2025-04-23 00:00:00,Brooklyn,1071
2025-04-23 00:00:00,EWR,8
2025-04-23 00:00:00,Manhattan,99770
2025-04-23 00:00:00,Queens,9577
2025-04-23 00:00:00,Staten Island,2
2025-04-23 00:00:00,Unknown,271
2025-04-24 00:00:00,Bronx,282
2025-04-24 00:00:00,Brooklyn,1092
2025-04-24 00:00:00,EWR,7
2025-04-24 00:00:00,Manhattan,106017
2025-04-24 00:00:00,Queens,10451
2025-04-24 00:00:00,Staten Island,2
2025-04-24 00:00:00,Unknown,261
2025-04-25 00:00:00,Bronx,367
2025-04-25 00:00:00,Brooklyn,1068
2025-04-25 00:00:00,EWR,1
2025-04-25 00:00:00,Manhattan,102196
2025-04-25 00:00:00,Queens,9610
2025-04-25 00:00:00,Staten Island,7
2025-04-25 00:00:00,Unknown,231
2025-04-26 00:00:00,Bronx,207
2025-04-26 00:00:00,Brooklyn,883
2025-04-26 00:00:00,EWR,5
2025-04-26 00:00:00,Manhattan,107122
2025-04-26 00:00:00,Queens,7303
2025-04-26 00:00:00,Staten Island,4
2025-04-26 00:00:00,Unknown,311
2025-04-27 00:00:00,Bronx,172
2025-04-27 00:00:00,Brooklyn,1248
2025-04-27 00:00:00,EWR,6
2025-04-27 00:00:00,Manhattan,81895
2025-04-27 00:00:00,Queens,11428
2025-04-27 00:00:00,Staten Island,4
2025-04-27 00:00:00,Unknown,257
2025-04-28 00:00:00,Bronx,223
2025-04-28 00:00:00,Brooklyn,972
2025-04-28 00:00:00,EWR,5
2025-04-28 00:00:00,Manhattan,77264
2025-04-28 00:00:00,Queens,11227
2025-04-28 00:00:00,Unknown,219
2025-04-29 00:00:00,Bronx,314
2025-04-29 00:00:00,Brooklyn,936
2025-04-29 00:00:00,EWR,2
2025-04-29 00:00:00,Manhattan,92103
2025-04-29 00:00:00,Queens,9801
2025-04-29 00:00:00,Staten Island,3
2025-04-29 00:00:00,Unknown,213
2025-04-30 00:00:00,Bronx,308
2025-04-30 00:00:00,Brooklyn,1130
2025-04-30 00:00:00,EWR,8
2025-04-30 00:00:00,Manhattan,99869
2025-04-30 00:00:00,Queens,10289
2025-04-30 00:00:00,Staten Island,2
2025-04-30 00:00:00,Unknown,282
2025-05-01 00:00:00,Bronx,318
2025-05-01 00:00:00,Brooklyn,1018
2025-05-01 00:00:00,EWR,8
2025-05-01 00:00:00,Manhattan,107206
2025-05-01 00:00:00,Queens,11209
2025-05-01 00:00:00,Staten Island,2
2025-05-01 00:00:00,Unknown,297
2025-05-02 00:00:00,Bronx,377
2025-05-02 00:00:00,Brooklyn,1031
2025-05-02 00:00:00,EWR,5
2025-05-02 00:00:00,Manhattan,100118
2025-05-02 00:00:00,Queens,9481
2025-05-02 00:00:00,Staten Island,5
2025-05-02 00:00:00,Unknown,326
2025-05-03 00:00:00,Bronx,187
2025-05-03 00:00:00,Brooklyn,1105
2025-05-03 00:00:00,EWR,7
2025-05-03 00:00:00,Manhattan,103379
2025-05-03 00:00:00,Queens,6753
2025-05-03 00:00:00,Staten Island,4
2025-05-03 00:00:00,Unknown,240
2025-05-04 00:00:00,Bronx,138
2025-05-04 00:00:00,Brooklyn,1066
2025-05-04 00:00:00,Manhattan,78026
2025-05-04 00:00:00,Queens,11174
2025-05-04 00:00:00,Staten Island,5
2025-05-04 00:00:00,Unknown,251
2025-05-05 00:00:00,Bronx,261
2025-05-05 00:00:00,Brooklyn,1029
2025-05-05 00:00:00,EWR,1
2025-05-05 00:00:00,Manhattan,84706
2025-05-05 00:00:00,Queens,11165
2025-05-05 00:00:00,Staten Island,2
2025-05-05 00:00:00,Unknown,181
2025-05-06 00:00:00,Bronx,266
2025-05-06 00:00:00,Brooklyn,956
2025-05-06 00:00:00,EWR,3
2025-05-06 00:00:00,Manhattan,94430
2025-05-06 00:00:00,Queens,11256
2025-05-06 00:00:00,Staten Island,3
2025-05-06 00:00:00,Unknown,206
2025-05-07 00:00:00,Bronx,247
2025-05-07 00:00:00,Brooklyn,1091
2025-05-07 00:00:00,EWR,4
2025-05-07 00:00:00,Manhattan,101033
2025-05-07 00:00:00,Queens,11274
2025-05-07 00:00:00,Staten Island,4
2025-05-07 00:00:00,Unknown,213
2025-05-08 00:00:00,Bronx,311
2025-05-08 00:00:00,Brooklyn,1110
2025-05-08 00:00:00,EWR,7
2025-05-08 00:00:00,Manhattan,110450
2025-05-08 00:00:00,Queens,10437
2025-05-08 00:00:00,Staten Island,4
2025-05-08 00:00:00,Unknown,237
2025-05-09 00:00:00,Bronx,277
2025-05-09 00:00:00,Brooklyn,1141
2025-05-09 00:00:00,EWR,5
2025-05-09 00:00:00,Manhattan,100837
2025-05-09 00:00:00,Queens,10714
2025-05-09 00:00:00,Staten Island,4
2025-05-09 00:00:00,Unknown,271
2025-05-10 00:00:00,Bronx,200
2025-05-10 00:00:00,Brooklyn,915
2025-05-10 00:00:00,EWR,6
2025-05-10 00:00:00,Manhattan,100473
2025-05-10 00:00:00,Queens,8005
2025-05-10 00:00:00,Staten Island,2
2025-05-10 00:00:00,Unknown,282
2025-05-11 00:00:00,Bronx,189
2025-05-11 00:00:00,Brooklyn,1098
2025-05-11 00:00:00,EWR,4
2025-05-11 00:00:00,Manhattan,82164
2025-05-11 00:00:00,Queens,11694
2025-05-11 00:00:00,Staten Island,3
2025-05-11 00:00:00,Unknown,327
2025-05-12 00:00:00,Bronx,238
2025-05-12 00:00:00,Brooklyn,1037
2025-05-12 00:00:00,EWR,3
2025-05-12 00:00:00,Manhattan,82745
2025-05-12 00:00:00,Queens,12380
2025-05-12 00:00:00,Staten Island,4
2025-05-12 00:00:00,Unknown,235
2025-05-13 00:00:00,Bronx,269
2025-05-13 00:00:00,Brooklyn,920
2025-05-13 00:00:00,Manhattan,100910
2025-05-13 00:00:00,Queens,10766
2025-05-13 00:00:00,Staten Island,2
2025-05-13 00:00:00,Unknown,223
2025-05-14 00:00:00,Bronx,241
2025-05-14 00:00:00,Brooklyn,1006
2025-05-14 00:00:00,EWR,2
2025-05-14 00:00:00,Manhattan,99342
2025-05-14 00:00:00,Queens,10682
2025-05-14 00:00:00,Staten Island,2
2025-05-14 00:00:00,Unknown,216
2025-05-15 00:00:00,Bronx,291
2025-05-15 00:00:00,Brooklyn,1144
2025-05-15 00:00:00,EWR,6
2025-05-15 00:00:00,Manhattan,106795
2025-05-15 00:00:00,Queens,12692
2025-05-15 00:00:00,Staten Island,2
2025-05-15 00:00:00,Unknown,230
2025-05-16 00:00:00,Bronx,289
2025-05-16 00:00:00,Brooklyn,1209
2025-05-16 00:00:00,EWR,5
2025-05-16 00:00:00,Manhattan,99074
2025-05-16 00:00:00,Queens,11894
2025-05-16 00:00:00,Staten Island,2
2025-05-16 00:00:00,Unknown,263
2025-05-17 00:00:00,Bronx,198
2025-05-17 00:00:00,Brooklyn,1122
2025-05-17 00:00:00,EWR,6
2025-05-17 00:00:00,Manhattan,100521
2025-05-17 00:00:00,Queens,9648
2025-05-17 00:00:00,Staten Island,1
2025-05-17 00:00:00,Unknown,260
2025-05-18 00:00:00,Bronx,208
2025-05-18 00:00:00,Brooklyn,942
2025-05-18 00:00:00,EWR,7
2025-05-18 00:00:00,Manhattan,75867
2025-05-18 00:00:00,Queens,12542
2025-05-18 00:00:00,Staten Island,1
2025-05-18 00:00:00,Unknown,255
2025-05-19 00:00:00,Bronx,238
2025-05-19 00:00:00,Brooklyn,1024
2025-05-19 00:00:00,EWR,7
2025-05-19 00:00:00,Manhattan,84135
2025-05-19 00:00:00,Queens,12684
2025-05-19 00:00:00,Staten Island,3
2025-05-19 00:00:00,Unknown,234
2025-05-20 00:00:00,Bronx,287
2025-05-20 00:00:00,Brooklyn,1001
2025-05-20 00:00:00,EWR,3
2025-05-20 00:00:00,Manhattan,96838
2025-05-20 00:00:00,Queens,10853
2025-05-20 00:00:00,Staten Island,2
2025-05-20 00:00:00,Unknown,280
2025-05-21 00:00:00,Bronx,293
2025-05-21 00:00:00,Brooklyn,1144
2025-05-21 00:00:00,EWR,6
2025-05-21 00:00:00,Manhattan,105428
2025-05-21 00:00:00,Queens,10736
2025-05-21 00:00:00,Staten Island,1
2025-05-21 00:00:00,Unknown,249
2025-05-22 00:00:00,Bronx,286
2025-05-22 00:00:00,Brooklyn,1112
2025-05-22 00:00:00,EWR,7
2025-05-22 00:00:00,Manhattan,99599
2025-05-22 00:00:00,Queens,11310
2025-05-22 00:00:00,Staten Island,2
2025-05-22 00:00:00,Unknown,308
2025-05-23 00:00:00,Bronx,301
2025-05-23 00:00:00,Brooklyn,1232
2025-05-23 00:00:00,EWR,2
2025-05-23 00:00:00,Manhattan,83434
2025-05-23 00:00:00,Queens,10553
2025-05-23 00:00:00,Staten Island,1
2025-05-23 00:00:00,Unknown,282
2025-05-24 00:00:00,Bronx,180
2025-05-24 00:00:00,Brooklyn,993
2025-05-24 00:00:00,EWR,3
2025-05-24 00:00:00,Manhattan,72234
2025-05-24 00:00:00,Queens,7296
2025-05-24 00:00:00,Staten Island,3
2025-05-24 00:00:00,Unknown,245
2025-05-25 00:00:00,Bronx,234
2025-05-25 00:00:00,Brooklyn,955
2025-05-25 00:00:00,EWR,4
2025-05-25 00:00:00,Manhattan,60990
2025-05-25 00:00:00,Queens,8944
2025-05-25 00:00:00,Staten Island,2
2025-05-25 00:00:00,Unknown,201
2025-05-26 00:00:00,Bronx,103
2025-05-26 00:00:00,Brooklyn,592
2025-05-26 00:00:00,EWR,5
2025-05-26 00:00:00,Manhattan,51314
2025-05-26 00:00:00,Queens,12224
2025-05-26 00:00:00,Staten Island,2
2025-05-26 00:00:00,Unknown,163
2025-05-27 00:00:00,Bronx,325
2025-05-27 00:00:00,Brooklyn,991
2025-05-27 00:00:00,EWR,1
2025-05-27 00:00:00,Manhattan,82411
2025-05-27 00:00:00,Queens,11646
2025-05-27 00:00:00,Staten Island,2
2025-05-27 00:00:00,Unknown,229
2025-05-28 00:00:00,Bronx,276
2025-05-28 00:00:00,Brooklyn,1105
2025-05-28 00:00:00,EWR,8
2025-05-28 00:00:00,Manhattan,98419
2025-05-28 00:00:00,Queens,10695
2025-05-28 00:00:00,Staten Island,4
2025-05-28 00:00:00,Unknown,290
2025-05-29 00:00:00,Bronx,285
2025-05-29 00:00:00,Brooklyn,1074
2025-05-29 00:00:00,EWR,2
2025-05-29 00:00:00,Manhattan,98503
2025-05-29 00:00:00,Queens,10675
2025-05-29 00:00:00,Staten Island,1
2025-05-29 00:00:00,Unknown,302
2025-05-30 00:00:00,Bronx,271
2025-05-30 00:00:00,Brooklyn,1117
2025-05-30 00:00:00,EWR,7
2025-05-30 00:00:00,Manhattan,93498
2025-05-30 00:00:00,Queens,9791
2025-05-30 00:00:00,Staten Island,1
2025-05-30 00:00:00,Unknown,248
2025-05-31 00:00:00,Bronx,171
2025-05-31 00:00:00,Brooklyn,874
2025-05-31 00:00:00,EWR,2
2025-05-31 00:00:00,Manhattan,91985
2025-05-31 00:00:00,Queens,8374
2025-05-31 00:00:00,Staten Island,3
2025-05-31 00:00:00,Unknown,199
2025-06-01 00:00:00,Bronx,194
2025-06-01 00:00:00,Brooklyn,1049
2025-06-01 00:00:00,EWR,4
2025-06-01 00:00:00,Manhattan,72180
2025-06-01 00:00:00,Queens,12002
2025-06-01 00:00:00,Staten Island,2
2025-06-01 00:00:00,Unknown,206
2025-06-02 00:00:00,Bronx,263
2025-06-02 00:00:00,Brooklyn,1028
2025-06-02 00:00:00,EWR,1
2025-06-02 00:00:00,Manhattan,75192
2025-06-02 00:00:00,Queens,11830
2025-06-02 00:00:00,Unknown,203
2025-06-03 00:00:00,Bronx,284
2025-06-03 00:00:00,Brooklyn,1091
2025-06-03 00:00:00,EWR,2
2025-06-03 00:00:00,Manhattan,93001
2025-06-03 00:00:00,Queens,10640
2025-06-03 00:00:00,Staten Island,2
2025-06-03 00:00:00,Unknown,242
2025-06-04 00:00:00,Bronx,319
2025-06-04 00:00:00,Brooklyn,1052
2025-06-04 00:00:00,EWR,2
2025-06-04 00:00:00,Manhattan,102703
2025-06-04 00:00:00,Queens,10400
2025-06-04 00:00:00,Staten Island,2
2025-06-04 00:00:00,Unknown,278
2025-06-05 00:00:00,Bronx,330
2025-06-05 00:00:00,Brooklyn,1149
2025-06-05 00:00:00,EWR,2
2025-06-05 00:00:00,Manhattan,106328
2025-06-05 00:00:00,Queens,10822
2025-06-05 00:00:00,Staten Island,1
2025-06-05 00:00:00,Unknown,245
2025-06-06 00:00:00,Bronx,345
2025-06-06 00:00:00,Brooklyn,1044
2025-06-06 00:00:00,EWR,2
2025-06-06 00:00:00,Manhattan,88799
2025-06-06 00:00:00,Queens,10453
2025-06-06 00:00:00,Staten Island,2
2025-06-06 00:00:00,Unknown,295
2025-06-07 00:00:00,Bronx,192
2025-06-07 00:00:00,Brooklyn,903
2025-06-07 00:00:00,EWR,4
2025-06-07 00:00:00,Manhattan,86825
2025-06-07 00:00:00,Queens,10063
2025-06-07 00:00:00,Staten Island,2
2025-06-07 00:00:00,Unknown,251
2025-06-08 00:00:00,Bronx,213
2025-06-08 00:00:00,Brooklyn,941
2025-06-08 00:00:00,EWR,6
2025-06-08 00:00:00,Manhattan,70080
2025-06-08 00:00:00,Queens,12409
2025-06-08 00:00:00,Staten Island,3
2025-06-08 00:00:00,Unknown,210
2025-06-09 00:00:00,Bronx,244
2025-06-09 00:00:00,Brooklyn,1044
2025-06-09 00:00:00,EWR,3
2025-06-09 00:00:00,Manhattan,81573
2025-06-09 00:00:00,Queens,12222
2025-06-09 00:00:00,Staten Island,4
2025-06-09 00:00:00,Unknown,213
2025-06-10 00:00:00,Bronx,299
2025-06-10 00:00:00,Brooklyn,1106
2025-06-10 00:00:00,EWR,2
2025-06-10 00:00:00,Manhattan,92348
2025-06-10 00:00:00,Queens,10557
2025-06-10 00:00:00,Staten Island,1
2025-06-10 00:00:00,Unknown,248
2025-06-11 00:00:00,Bronx,289
2025-06-11 00:00:00,Brooklyn,1199
2025-06-11 00:00:00,EWR,3
2025-06-11 00:00:00,Manhattan,99470
2025-06-11 00:00:00,Queens,10004
2025-06-11 00:00:00,Staten Island,2
2025-06-11 00:00:00,Unknown,188
2025-06-12 00:00:00,Bronx,400
2025-06-12 00:00:00,Brooklyn,1125
2025-06-12 00:00:00,EWR,6
2025-06-12 00:00:00,Manhattan,104967
2025-06-12 00:00:00,Queens,10572
2025-06-12 00:00:00,Staten Island,4
2025-06-12 00:00:00,Unknown,232
2025-06-13 00:00:00,Bronx,275
2025-06-13 00:00:00,Brooklyn,1439
2025-06-13 00:00:00,EWR,3
2025-06-13 00:00:00,Manhattan,90235
2025-06-13 00:00:00,Queens,9544
2025-06-13 00:00:00,Staten Island,1
2025-06-13 00:00:00,Unknown,225
2025-06-14 00:00:00,Bronx,215
2025-06-14 00:00:00,Brooklyn,856
2025-06-14 00:00:00,Manhattan,82262
2025-06-14 00:00:00,Queens,7454
2025-06-14 00:00:00,Staten Island,1
2025-06-14 00:00:00,Unknown,256
2025-06-15 00:00:00,Bronx,219
2025-06-15 00:00:00,Brooklyn,937
2025-06-15 00:00:00,EWR,2
2025-06-15 00:00:00,Manhattan,66934
2025-06-15 00:00:00,Queens,10498
2025-06-15 00:00:00,Staten Island,2
2025-06-15 00:00:00,Unknown,212
2025-06-16 00:00:00,Bronx,289
2025-06-16 00:00:00,Brooklyn,1136
2025-06-16 00:00:00,EWR,3
2025-06-16 00:00:00,Manhattan,75903
2025-06-16 00:00:00,Queens,11609
2025-06-16 00:00:00,Staten Island,4
2025-06-16 00:00:00,Unknown,212
2025-06-17 00:00:00,Bronx,368
2025-06-17 00:00:00,Brooklyn,1076
2025-06-17 00:00:00,Manhattan,89252
2025-06-17 00:00:00,Queens,8944
2025-06-17 00:00:00,Staten Island,3
2025-06-17 00:00:00,Unknown,234
2025-06-18 00:00:00,Bronx,394
2025-06-18 00:00:00,Brooklyn,1083
2025-06-18 00:00:00,EWR,2
2025-06-18 00:00:00,Manhattan,98566
2025-06-18 00:00:00,Queens,9604
2025-06-18 00:00:00,Staten Island,2
2025-06-18 00:00:00,Unknown,245
2025-06-19 00:00:00,Bronx,167
2025-06-19 00:00:00,Brooklyn,954
2025-06-19 00:00:00,EWR,3
2025-06-19 00:00:00,Manhattan,88519
2025-06-19 00:00:00,Queens,9764
2025-06-19 00:00:00,Staten Island,2
2025-06-19 00:00:00,Unknown,227
2025-06-20 00:00:00,Bronx,381
2025-06-20 00:00:00,Brooklyn,1285
2025-06-20 00:00:00,EWR,5
2025-06-20 00:00:00,Manhattan,84266
2025-06-20 00:00:00,Queens,10910
2025-06-20 00:00:00,Staten Island,1
2025-06-20 00:00:00,Unknown,213
2025-06-21 00:00:00,Bronx,235
2025-06-21 00:00:00,Brooklyn,1081
2025-06-21 00:00:00,EWR,4
2025-06-21 00:00:00,Manhattan,83606
2025-06-21 00:00:00,Queens,8234
2025-06-21 00:00:00,Staten Island,1
2025-06-21 00:00:00,Unknown,225
2025-06-22 00:00:00,Bronx,186
2025-06-22 00:00:00,Brooklyn,982
2025-06-22 00:00:00,EWR,5
2025-06-22 00:00:00,Manhattan,66687
2025-06-22 00:00:00,Queens,12161
2025-06-22 00:00:00,Staten Island,1
2025-06-22 00:00:00,Unknown,283
2025-06-23 00:00:00,Bronx,262
2025-06-23 00:00:00,Brooklyn,1164
2025-06-23 00:00:00,EWR,4
2025-06-23 00:00:00,Manhattan,80397
2025-06-23 00:00:00,Queens,12909
2025-06-23 00:00:00,Staten Island,2
2025-06-23 00:00:00,Unknown,210
2025-06-24 00:00:00,Bronx,274
2025-06-24 00:00:00,Brooklyn,1193
2025-06-24 00:00:00,EWR,1
2025-06-24 00:00:00,Manhattan,94812
2025-06-24 00:00:00,Queens,10278
2025-06-24 00:00:00,Staten Island,3
2025-06-24 00:00:00,Unknown,201
2025-06-25 00:00:00,Bronx,288
2025-06-25 00:00:00,Brooklyn,1205
2025-06-25 00:00:00,EWR,1
2025-06-25 00:00:00,Manhattan,99471
2025-06-25 00:00:00,Queens,9271
2025-06-25 00:00:00,Staten Island,3
2025-06-25 00:00:00,Unknown,196
2025-06-26 00:00:00,Bronx,308
2025-06-26 00:00:00,Brooklyn,1315
2025-06-26 00:00:00,EWR,1
2025-06-26 00:00:00,Manhattan,96255
2025-06-26 00:00:00,Queens,10083
2025-06-26 00:00:00,Staten Island,3
2025-06-26 00:00:00,Unknown,185
2025-06-27 00:00:00,Bronx,303
2025-06-27 00:00:00,Brooklyn,1145
2025-06-27 00:00:00,EWR,3
2025-06-27 00:00:00,Manhattan,84604
2025-06-27 00:00:00,Queens,11373
2025-06-27 00:00:00,Staten Island,3
2025-06-27 00:00:00,Unknown,237
2025-06-28 00:00:00,Bronx,231
2025-06-28 00:00:00,Brooklyn,871
2025-06-28 00:00:00,EWR,7
2025-06-28 00:00:00,Manhattan,83218
2025-06-28 00:00:00,Queens,8589
2025-06-28 00:00:00,Staten Island,1
2025-06-28 00:00:00,Unknown,218
2025-06-29 00:00:00,Bronx,167
2025-06-29 00:00:00,Brooklyn,1042
2025-06-29 00:00:00,EWR,3
2025-06-29 00:00:00,Manhattan,68315
2025-06-29 00:00:00,Queens,10307
2025-06-29 00:00:00,Staten Island,1
2025-06-29 00:00:00,Unknown,224
2025-06-30 00:00:00,Bronx,277
2025-06-30 00:00:00,Brooklyn,1120
2025-06-30 00:00:00,EWR,5
2025-06-30 00:00:00,Manhattan,72632
2025-06-30 00:00:00,Queens,9017
2025-06-30 00:00:00,Staten Island,2
2025-06-30 00:00:00,Unknown,191
2025-07-01 00:00:00,Bronx,338
2025-07-01 00:00:00,Brooklyn,1120
2025-07-01 00:00:00,EWR,4
2025-07-01 00:00:00,Manhattan,84238
2025-07-01 00:00:00,Queens,8571
2025-07-01 00:00:00,Staten Island,2
2025-07-01 00:00:00,Unknown,187
2025-07-02 00:00:00,Bronx,331
2025-07-02 00:00:00,Brooklyn,1096
2025-07-02 00:00:00,EWR,1
2025-07-02 00:00:00,Manhattan,72865
2025-07-02 00:00:00,Queens,8479
2025-07-02 00:00:00,Staten Island,2
2025-07-02 00:00:00,Unknown,195
2025-07-03 00:00:00,Bronx,324
2025-07-03 00:00:00,Brooklyn,1128
2025-07-03 00:00:00,EWR,4
2025-07-03 00:00:00,Manhattan,63745
2025-07-03 00:00:00,Queens,7588
2025-07-03 00:00:00,Staten Island,1
2025-07-03 00:00:00,Unknown,182
2025-07-04 00:00:00,Bronx,151
2025-07-04 00:00:00,Brooklyn,656
2025-07-04 00:00:00,EWR,1
2025-07-04 00:00:00,Manhattan,42019
2025-07-04 00:00:00,Queens,7141
2025-07-04 00:00:00,Unknown,132
2025-07-05 00:00:00,Bronx,229
2025-07-05 00:00:00,Brooklyn,859
2025-07-05 00:00:00,EWR,1
2025-07-05 00:00:00,Manhattan,50638
2025-07-05 00:00:00,Queens,7226
2025-07-05 00:00:00,Staten Island,2
2025-07-05 00:00:00,Unknown,162
2025-07-06 00:00:00,Bronx,190
2025-07-06 00:00:00,Brooklyn,900
2025-07-06 00:00:00,EWR,7
2025-07-06 00:00:00,Manhattan,51454
2025-07-06 00:00:00,Queens,11627
2025-07-06 00:00:00,Staten Island,3
2025-07-06 00:00:00,Unknown,188
2025-07-07 00:00:00,Bronx,293
2025-07-07 00:00:00,Brooklyn,1075
2025-07-07 00:00:00,EWR,4
2025-07-07 00:00:00,Manhattan,64746
2025-07-07 00:00:00,Queens,11626
2025-07-07 00:00:00,Staten Island,1
2025-07-07 00:00:00,Unknown,200
2025-07-08 00:00:00,Bronx,331
2025-07-08 00:00:00,Brooklyn,1210
2025-07-08 00:00:00,EWR,2
2025-07-08 00:00:00,Manhattan,85613
2025-07-08 00:00:00,Queens,10049
2025-07-08 00:00:00,Staten Island,3
2025-07-08 00:00:00,Unknown,222
2025-07-09 00:00:00,Bronx,362
2025-07-09 00:00:00,Brooklyn,1197
2025-07-09 00:00:00,EWR,1
2025-07-09 00:00:00,Manhattan,89377
2025-07-09 00:00:00,Queens,10100
2025-07-09 00:00:00,Staten Island,2
2025-07-09 00:00:00,Unknown,226
2025-07-10 00:00:00,Bronx,322
2025-07-10 00:00:00,Brooklyn,1123
2025-07-10 00:00:00,EWR,7
2025-07-10 00:00:00,Manhattan,84108
2025-07-10 00:00:00,Queens,9631
2025-07-10 00:00:00,Staten Island,2
2025-07-10 00:00:00,Unknown,219
2025-07-11 00:00:00,Bronx,375
2025-07-11 00:00:00,Brooklyn,1237
2025-07-11 00:00:00,EWR,5
2025-07-11 00:00:00,Manhattan,76853
2025-07-11 00:00:00,Queens,9246
2025-07-11 00:00:00,Staten Island,3
2025-07-11 00:00:00,Unknown,242
2025-07-12 00:00:00,Bronx,184
2025-07-12 00:00:00,Brooklyn,1039
2025-07-12 00:00:00,EWR,3
2025-07-12 00:00:00,Manhattan,77105
2025-07-12 00:00:00,Queens,7732
2025-07-12 00:00:00,Staten Island,1
2025-07-12 00:00:00,Unknown,232
2025-07-13 00:00:00,Bronx,254
2025-07-13 00:00:00,Brooklyn,1094
2025-07-13 00:00:00,EWR,4
2025-07-13 00:00:00,Manhattan,62833
2025-07-13 00:00:00,Queens,10662
2025-07-13 00:00:00,Staten Island,3
2025-07-13 00:00:00,Unknown,225
2025-07-14 00:00:00,Bronx,287
2025-07-14 00:00:00,Brooklyn,1117
2025-07-14 00:00:00,EWR,5
2025-07-14 00:00:00,Manhattan,78214
2025-07-14 00:00:00,Queens,11384
2025-07-14 00:00:00,Staten Island,3
